headline_text
BRIEF-Lijiang Yulong Tourism buys 25 pct stake in Lijiang ropeway firm
FACTBOX - Centuries before lunch on opening day of a test match
Besiktas complete Babel signing
MEDIA-Blackstone Group in race for $250 mln stake in India's K Raheja - Times of India
Morning News Call - India
Trump says Chicago must seek U.S. help if no progress cutting murders
Manchester United's Mata and Ibrahimovic sink 10-man West Ham
Christmas fixtures great for fans
Murders in notoriously violent El Salvador drop 20 percent in 2016 - police
BRIEF-Shinsegae buys 100 pct stake in Jeju Soju
Chelsea's Musonda returns from Betis loan spell
Man survives Turkey nightclub attack by pretending to be dead
China should set more flexible GDP growth target in 2017 - central bank adviser
Islamic State claims blast in Baghdad's Sadr City
Islamic State kills 24 with Baghdad car bomb
BRIEF-PCTEL Inc appoints David Neumann as CEO
Germany's Merkel to skip Davos on eve of Trump presidency
MIDEAST STOCKS-Gulf mixed Egypt edges down
RPT-India fwd/annualised dlr premia-(close)-Jan 2
BRIEF-Yunnan Tourism to set up fund management unit
Saudi's Yamama Cement secures 1 bln riyals in funds for new plant
TABLE-India cenbank says reverse repo bids fall to 584.10 bln rupees
FACTBOX - Brazil's history of violent prison uprisings
Iraqi forces say drones are key in battle against Islamic State
China confirms human bird flu case in Guizhou province
New Indian land laws to expedite projects hurt farmers
Investigators question Israel's Netanyahu over alleged receipt of gifts
BRIEF-Shinsegae unit Shinsegae Property sets up new subsidiary named Stfield Goyang
UPDATE 2-U.S. Customs computer outage causes delays at some airports
BRIEF-Wellard Ltd updates on banking covenant breaches
U.S. judge rules South Carolina church gunman can act as own lawyer
BRIEF-Shanghai Shimao completes stake acquisition
Gambian authorities shut two radio stations amid post-election crisis
UPDATE 2-China's capital enjoys brief respite
TABLE-Qatar's November bank loan growth slows slightly
U.S. House Republicans weaken ethics body as they return to Congress
EXCLUSIVE - Brazil's Renova to sell wind farm for up to 700 million reais - source
BRIEF-Goertek to set up robot unit in Shanghai
GRAINS-Soybeans start New Year on positive note
BRIEF-Shanghai DZH appoints Zhang Zhihong as chairman
S.Korea lifts import tariffs for eggs to ease egg shortage
BRIEF-Ferroglobe Plc Executive Chairman Alan Kestenbaum resigns
BRIEF-MEP Infrastructure Development gets LOA from NHAI
BRIEF-Appro Photoelectron updates 2 mln new shares issuance
China steel rebar starts 2017 on upbeat note as smog descends
India FIMMDA-Thomson Reuters-MITOR based on dlr/rupee swap
BRIEF-North China Pharmaceutical says controlling shareholder sells 250 mln shares of the co
Destructive fire rips through popular Chilean port
BRIEF-Alibaba Health Information Technology says entered into services framework agreement with AGH Group
BRIEF-Sejal Glass says co paid total debt of 6.50 bln rupees
BRIEF-Xiwang Foodstuffs to set up unit in Hong Kong
BRIEF-Andon Health's unit completes sale of stake in Bloomsky Technology
BRIEF-MRC Allied appoints Gladys Nalda as President
BRIEF-Thaihot's unit wins land auction worth 351.8 mln yuan
BRIEF-Shandong New Beiyang Information Technology to set up 200 mln yuan buyout fund with partners
BRIEF-CSG Ltd appoints Gary Brown as chief financial officer
BRIEF-Landsea Green Properties says unit to buy Ningbo Jinwo Commercial Investment
In Istanbul nightclub
Brazil drug gangs spark prison riot
As smog returns
Search for Lake Erie plane crash enters fourth day
BRIEF-Masimo reaffirms commitment to India with launch of advanced monitoring technologies made for India
BRIEF-Shanghai environmental protection firm raises 14.2 pct stake in Zhejiang Unifull Industrial Fiber
BRIEF-China's Goertek to acquire stake in U.S. tech firm Kopin
BRIEF-India's Hero Motocorp December two-wheeler sales fall
BRIEF-LPP December 2016 revenue up about 13 pct yoy
BRIEF-Clavister's PhenixID signs contracts at SEK 10 million in December
Indonesia Nov foreign tourist arrivals up 18 pct y/y
BRIEF-Hong Leong Bank says Domenico Fuda resigns as board member
Pakistani city launches new polio campaign after rare strain found
BRIEF-Shenzhen Jinxinnong Technology raises stake in Wuhan hog breeding firm to 80 pct
China stocks start 2017 firmer HK up
MIDEAST STOCKS - Factors to watch - Jan 3
BRIEF-Suven Life Sciences gets 2 product patents in Eurasia and Norway
China's yuan may see more volatility vs dollar after basket change
Four dead in Alabama building hit by severe storm - governor
China briefly halts trade in a goverment bond due to 'abnormal volatility'
Islamic State claims reponsibility for Turkey attack as mourners bury the dead
North Korea's claim on ICBM test plausible say experts
BRIEF-Court proclaims Kopex's unit WAMAG insolvent
Norway's c.bank warns of housing boom risks
BRIEF-YD Online says involvement in lawsuit for adjusted amount claim
CORRECTED--Hong Kong's 'bow tie Tsang' denies graft related to China penthouse
UPDATE 2-Iran certifies 29 international companies to bid for oil
Christmas message leads to death threats
Iran certifies 29 international companies to bid for oil
BRIEF-Beijing WKW Automotive Parts names Bao Li'na as finance director
BRIEF-DI signs 3.05 bln won contract with Samsung Electronics
BRIEF-Son Myeong Wan sells 3.3 pct stake in Lumimicro
ETFs globally gather record cash in 2016 -BlackRock
RPT-New York still the apple of foreign property investors' eyes -survey
BRIEF-Lightron Fiber-Optic Devices says change of shareholding structure
BRIEF-Nibec receives patent
Turkish military says 18 Islamic State militants killed in clashes in Syria
South Korea central bank chief - low growth may continue
PRESS DIGEST- New York Times business news - Jan 3
PRESS DIGEST - Wall Street Journal - Jan 3
BRIEF-Home Meal signs two new master franchise agreements in France
Singapore's Q4 GDP growth surprises as manufacturing rebounds
BRIEF-Sunbird Yacht unit to buy marine engineering firm for 29.6 mln yuan
BRIEF-Erbud signs 33.8 mln zloty construction deal with unit of Vantage Development
BRIEF-FIT Biotech updates on issue of convertible notes and warrants
FOREX-Dollar holds ground
BRIEF-Brother Enterprises says lawsuit
India
BRIEF-APR Energy
BRIEF-Panacea Biotec announces increased availability of Cilamin 250 in India
Syrian rebels say they froze talks on Russian-backed peace conference due to ceasefire violations
U.S.-led strikes in Iraq
China launches rural assets reforms to boost farmers' incomes
BRIEF-Shanghai Xujiahui Commercial gets rights to use TONY WEAR trademark
Kubiak steps down as Broncos coach due to health concerns
BRIEF-Fast Finance has not redeemed its 6
Hong Kong's 'bow tie Tsang' denies graft related to China penthouse
EMERGING MARKETS-Brazil real
Turkey close to identifying Istanbul attacker - deputy prime minister
BRIEF-Oh Joong Gun buys 7.6 pct stake in Lightron Fiber-Optic Devices
BRIEF-Venture Inc submits motion for shares listing on WSE's regulated market
Israel's Netanyahu dismisses media reports of gifts investigation
BRIEF-Union Bank of India CFO Vivekanand H. Kamath retires
BRIEF-Aditya Birla Nuvo says IGH Holdings raises stake in co to 15.7798 pct
Evergrande raises $4.3 billion new capital for its China backdoor listing
Turkish PM to visit Iraq this week to discuss fight against terror
BRIEF-Hanmi Science unit Hanmi Pharm says issuance of 728
BRIEF-Aditya Birla Nuvo says Turquoise Investments and Finance acquires 1.1517 pct stake in co
BRIEF-Hanmi Science says issuance of 4 mln bonus shares
BRIEF-Shijiazhuang Changshan Textile unit receives verdict
BRIEF-India to sell 110 bln rupees of bonds on Jan 6 - RBI
SpaceX aims for Jan. 8 return to flight with Falcon rocket
BRIEF-Shandong Tyan Home's stake in Shenzhen investment unit to be lowered to 38.9 pct from 51 pct
MIDEAST STOCKS-Gulf may gain as oil
Soccer-Wenger criticises Premier League festive fixture schedule
BRIEF-Shenzhen Sunway Communication raises stake in Shenzhen-based tech firm to 59.15 pct
Man injured as leopard escapes netting in India
Wenger criticises Premier League festive fixture schedule
GRAPHIC-One in five euro bonds yields less than ECB's deposit rate
BRIEF-Guangdong Anjubao Digital Technology sees 2016 net profit to down by 23.21 pct to 40.28 pct
BRIEF-Changjiang Publishing & Media sees 2016 net profit up 65 pct to 85 pct
BRIEF-Xinjiang Youhao Group appoints BDO Da Hua Certified Public Accountants as auditor
Oklahoma police officer shot at traffic stop
UPDATE 2-Southern Europe's bond yields start 2017 at multi-week lows
BRIEF-Huayu Automotive Systems unit to invest 120 mln yuan in airbag co
BRIEF-Housing and Urban Development Corporation Limited files for IPO
In Iraq
Islamic State strikes Baghdad
BRIEF-Shanghai Tianchen to set up healthcare management consulting unit in Shanghai
BRIEF-Oceanwide Holdings to invest 2.04 bln yuan in fund
BRIEF-Shandong Meichen Science and Technology's unit terminates agreement in tourism project
Slovak PM Fico urges end to referendum 'adventures' in EU
BRIEF-Partners Group provides debt financing to support take-private of SAI Global
BRIEF-Fish farmer Bakkafrost harvested 12
BRIEF-Guangxi Future Technology appoints ZHONGXI CPAS as auditor
BRIEF-Oceanwide Holdings unit ups 20 pct stake in Qingdao construction unit
BRIEF-Gemalto supplies AT&T with remote subscription management solution
BRIEF-Olympic Entertainment Polish unit files bankruptcy petition
Teen drug use may not be tied to sports participation
BRIEF-Remsons Industries says damage in factories amounted to 129 mln rupees
BRIEF-Shares in newly merged Banco BPM close up 9 pct on first day of trading
BRIEF- Chengdu B-ray Media wins billboard management right for 81.4 mln yuan/year
BRIEF-Heren Health names Yang Yibing as chairman and general manager
UPDATE 1-Cricket-Hurry-up Warner delivers in record fashion
BRIEF-Jafron Biomedical's CFO Luo Yahong resigns
BRIEF-ACT to invest 8.6 bln won to build new factory
BRIEF-Hengtong Optic Electric unit wins 96.6 mln yuan bid
RPT-ICRA ratings for Indian debt instruments-Jan 2
Fitch Rates Logan's USD Senior Notes Final 'BB-'
BRIEF-Greenland Holdings unit to buy 4.9 pct stake in China Greenland Broad Greenstate Group Co.
BRIEF-India cenbank sets 6.24 pct cut-off rate at 6-day variable rate reverse repo auction
BRIEF-India cenbank sets cut-off rate of 6.24 pct at 10-day variable rate reverse repo auction
BRIEF-India cenbank sets cut-off rate of 6.24 pct at overnight variable rate reverse repo auction
BRIEF-Former Deutsche Bank co-CEO joining Cantor Fitzgerald as President
France tries Equatorial Guinea leader's son in absentia in corruption case
BRIEF-Argan Q4 rental revenue up to 17.6 million euros
BRIEF-Grenke FY 2016 new business volume up 15.8 pct at 1.97 billion euros
Sri Lankan rupee edges down ahead of cenbank policy statement
China's Sinosoft again rejects shortseller report
Correction - Fitch Publishes KWG's 'BB-' Rating
Obama returns to Washington after vacation
BRIEF-Beijing Hualian Department Store revises stake acquisition and fund raising plan
Moscow seeks naval drills as Russian warships visit Manila
BRIEF-Wawel warns that sales in subsequent quarters of 2017 might be lower YoY
UPDATE 1-Gambian authorities shut three radio stations amid post-election crisis
Gambian authorities shut three radio stations amid post-election crisis
BRIEF-Tyros increases capital to 665
Islamic State launches attack away from Mosul fight - Amaq
UK Stocks-Factors to watch on Jan 3
Australia shares hit 19-month high led by miners
Brazil posts record trade surplus in 2016 on recession
BRIEF-Italy car sales rise 13 pct in December - ministry
BRIEF-Mahamaya Steel Industries appoints Sanjay Kumar Lilha as CEO
UPDATE 4-Daughter of S.Korean leader's friend arrested in Denmark amid graft probe
BRIEF-Huafon Microfibre announces shareholding structure changes
Daughter of South Korean leader's friend arrested in Denmark amid graft probe
Indian shares rise slightly as banks recover
Trump aware of 'urgency' of North Korea nuclear threat - South Korea
BRIEF-Icade announces acquisitions and disposals
CORRECTED-SE Asia Stocks-Most markets start new year on weak note
BRIEF-Beijing Bohui Innovation Technology raises stake in Guangdong biopharma firm to 51 pct
GLOBAL MARKETS-Stocks gold start 2017 on firm footing dollar resumes climb
PRECIOUS-Gold starts 2017 on positive note
BRIEF-Atos acquires Engage ESM
TABLE-Thomson Reuters reference rates for India gilts
Georgia ex-gov is top choice for agriculture head -Trump transition official
MOVES-Cantor Fitzgerald appoints Anshu Jain as president
Syrian suspected of planning truck attack in Germany arrested-prosecutors
BRIEF-Sasini Ltd appoints Stephen Maina Githiga as group managing director
French baby dies after taking product to treat Vitamin D deficiency
BRIEF-Britam says International Finance Corp to subscribe for minority stake in Britam Holdings
Soccer-Costa praises manager Conte for Chelsea turnaround
China's economy could grow 6.5 percent in 2017
Swiss stocks - Factors to watch on Jan 3
European stocks set to climb for second straight session. For more see the European equities LiveMarkets blog
Syrian suspected of planning truck attack in Germany arrested - prosecutors
BRIEF-Capio to acquire Swedish healthcare group Backa Lakarhus
BRIEF-Juventus FC finalizes acquisition of Tomas Rincon from Genoa Cricket & Football Club
BRIEF-Proact says acquires Teamix in Germany
Costa praises manager Conte for Chelsea turnaround
Two sets of twins born in different years in U.S.
BRIEF-Guangdong Zhengye Technology appoints Grant Thornton as corporate auditor for FY 2016
UPDATE 3-Four killed in possible tornado as storms lash U.S. South
BRIEF-Golden Pyramids posts nine-month standalone loss
BRIEF-SM Investments clarifies article 'smic tapped by chinese
BRIEF-Speedy Global Holdings updates on trading halt request
Hong Kong kept its post as top IPO capital in 2016
UPDATE 2-Cricket-Test Series Australia v Pakistan scoreboard
BRIEF-Hamborner Reit AG says starts new year with portfolio growth
France's Hollande visits Iraq
French and Benelux stocks-Factors to watch on Jan 3
BRIEF-Man Goup completes acquisition of Aalto Invest Holding
BRIEF-Britvic nears agreement on new 55 mln stg Brazilian deal
China stocks start 2017 firmer
Four killed in possible tornado as storms lash U.S. South
BRIEF-Alimtiaz Investment unit secures 13.3 mln dinars contract
India bonds yields fall to near one-month low as gov't cuts borrowing
BRIEF-Beijing Tensyn Digital Marketing Technology Joint Stock to sell partial account receivable for 176 mln yuan
India to present 2017/18 federal budget on Feb 1 - govt official
BRIEF-Euronext offers 510 mln euro for LSEG's French clearing unit
India bonds yields fall to near one-month low as government cuts borrowing
Stocks gold start 2017 on firm footing dollar resumes climb
BRIEF-Aucma raises 746 mln yuan via private placement
India to present 2017/18 budget on February 1 - government official
BRIEF-Vindhya Telelinks approves issue of securities worth up to 1.50 bln rupees
German stocks - Factors to watch on January 3
BRIEF-India cenbank sets 6.26 pct cut-off rate at 14-day variable rate repo auction
EM ASIA FX-Asia FX rise as upbeat China factory survey spurs short covering
Preview - Saudi Arabia to raise Feb term crude prices to Asia
BRIEF-Deacons (East Africa) Plc sees lower earnings for FY 2016
TABLE-Foreign trading in South Korean stocks
SGS says completes 458.3 million Sfr share buyback programme
BRIEF-Plantynet to pay annual cash dividend as 150 won per share for FY 2016
Euronext offers 510 mln euros for LSE's French clearing business
Sensex
BRIEF-Sintesi to subscribe to Gequity's unopted capital increase for up to 42 mln shares
BRIEF-UK's CMA to consider undertaking in John Menzies ASIG deal
Wall St Week Ahead-Investors brace for 2017 shocks after surprise 2016 run
BRIEF-Cxense signs an agreement with an Argentinian multimedia company
BRIEF-Legal & General group completes sale of Cofunds to Aegon
Member of anti-IS coalition killed in Iraq in non-combat incident
BRIEF- Black River buys 13 pct stake in Prime Minerals
BRIEF-G5 Entertainment sees Q4 revenue to grow 82 pct yoy
BRIEF-Autoliv and Volvo Cars sign final agreement to form joint venture
Pope tells bishops to have zero tolerance for sexual abuse
Surgical forceps removed from Vietnamese man after 18 years
UPDATE 2-Twitter's China boss Kathy Chen quits after 8 months
BRIEF-Pincon Spirit to consider resignation of CEO
BRIEF-Henry Group seeks trading halt
France finds bird flu in new part of country
Bangladesh forex reserves hit record
BRIEF-RBI says banks should advise currency chests to step up issue of new notes to rural branches
UK's BBA Aviation to merge aircraft management business with Gama Aviation's US unit
BRIEF-Zamzaw lowers stake in Platynowe Inwestycje to 35.9 pct
Bangladesh forex reserves hit record
BRIEF-San Miguel Corp confirms expansion plans for manufacturing units
China says its hard work on denuclearisation of Korean peninsula is obvious
UPDATE 1-UK Stocks-Factors to watch on Jan 3
CORRECTED-BRIEF-Crossject receives 567
BRIEF-Dhanuka Agritech says final amount for buyback set at 800 mln rupees
Italy - Factors to watch on Jan. 3
Man dies in police shooting incident in northern England
Spanish stocks - Factors to watch on Tuesday
BRIEF-Aurionpro Solutions MD Amit Sheth steps down
BRIEF-Vita Life Sciences reaches agreement with Jointown Pharmaceuticals
BRIEF-VHQ Media Holdings unit to buy 32 pct stake in Beijing digital tech firm for 135 mln yuan
UPDATE 2-Bakkafrost Q4 fish harvest as forecast
BRIEF-Jiangling Motors' vehicle sales up 6.9 pct in 2016
Baggage handler found locked in hold of Charlotte-Washington flight
BRIEF-Allstate seeking 1
Remittances to Mexico jump by most in 10 years after Trump win
BRIEF-Advantech to buy 60 pct stake in S.Korea medical display maker Kostec
Soccer-Arriving at end of my coaching career
BRIEF-Hangzhou Binjiang Real Estate to buy stake in property firm for 798 mln yuan
BRIEF-Renewal and expansion of Telia's cooperation with NextGenTel
Around 60 killed in Brazil prison riot - state official
BRIEF-Syndicate Bank writes off 8.83 bln rupees on account of fraud in Jaipur region
BRIEF-ZUK Elzab signs cooperation agreement with JNJ
UPDATE 1-Trump leaning toward Georgia ex-gov for agriculture head -official
BRIEF-Cellcom Israel announces network sharing and hosting agreement with Electra and mediation agreement with Golan Telecom
BRIEF-Zhuhai Hokai Medical Instruments sees 2016 net profit up 155.2 pct to 185.2 pct
Delays and disruptions from India's freezing fog
BRIEF-JMC ELECTRONICS prices private placement as T$26 per share
Trump leaning toward Georgia ex-governor for agriculture head - official
BRIEF-Tallink Grupp December number of passengers up 7.8 pct y/y
BRIEF-Publity - sale of building complex 'Am Boulevard'
BRIEF-Aqeri receives SEK 4 million order
BRIEF-EFG Hermes appoints Ali Khalpey as CEO for frontier operations
Indonesian boat captain to be prosecuted for negligence after deadly fire
BRIEF-Adesso says Generali to use PSLife as inventory control system in life insurance sector
BRIEF-Sandnes Sparebank is contemplating buyback of T1 and T2 bonds
BRIEF-China Fortune Land expects 2016 net profit to rise 30-40 pct
BRIEF-Raisio CEO Matti Rihko resigns
MIDEAST STOCKS-Gulf markets exposed to foreign funds outperform in early trade
UPDATE 1-UK's BBA Aviation to merge aircraft management business with Gama Aviation's US unit
Sale of small Italian banks to UBI delayed at Commission's request - sources
BRIEF-Hainan HNA Infrastructure Investment Group says unit to set up property unit
China central bank injects $124.9 billion in Dec
BRIEF-Zoneco Group to set up sales JV
BRIEF-Chorokbaem Media signs contract worth 12.02 bln won
BRIEF-KB Financial Group buys 6.5 pct stake in KB Insurance
FTSE kicks off 2017 on a record high
Hong Kong stocks start 2017 firmer
BRIEF-Hainan HNA Infrastructure Investment Group unit to sell investment firm at 257.6 mln yuan
BRIEF-Zhejiang Dong Ri to set up JV to invest in agricultural fund
Inflation prospects push German bond yields off two-month lows
Rajkot Oilseeds Complex Open- January 03
Rajkot Castor seeds Futures Open- January 03
UPDATE 1-China steel rebar ekes out gains as smog descends
Oman seeks banks' proposals for dual-tenor international bond issue -sources
UPDATE 1-Trump aware of 'urgency' of North Korea nuclear threat - South Korea
BRIEF-Pusan Cast Iron to issue second series bonds with warrants worth 5 bln won
China steel rebar ekes out gains as smog descends
Alpine skiing-Former Olympic champion Vuarnet dies - report
UPDATE 1-Vietnam Airlines shares soar 40 pct on debut
European prompt power prices volatile on wind
Djokovic recovers from slow start to begin year with win in Doha
RPT-Britain avoids M&A collapse as foreign buyers go Brexit bargain hunting
BRIEF-Ebest Investment & Securities buys 5.1 pct stake in Ktb Special Purpose Acquisition Company 2
UPDATE 3-Cricket-Australia run rampant after Warner's record ton
Alpine skiing - Former Olympic champion Vuarnet dies - report
BRIEF-Jiangsu Bicon Pharma's unit to acquire stake in pharma firm for up to 200 mln yuan
BRIEF-Mico says conversion of 10th series convertible bonds into shares
BRIEF-Elbit Systems awarded from Rafael two contracts for $35 million
BRIEF-Oriola-KD and SOBI start cooperation in Finland
BRIEF-Ebest Investment & Securities buys 5.5 pct stake in SK No.3 Special Purpose Acquisition
BRIEF-DCH Holdings announces retirement of CEO
Indonesia sells 15 trln rupiah bonds at auction
Breakingviews predicts a shaken-up world in 2017
BRIEF-Comptel receives EUR 2.6 million order in Middle East
CRISIL ratings for Indian debt instruments-Jan 3
